date,open,high,low,close,volume,ma50,ma200
2025-12-01 13:15:00,10.28,10.3,10.24,10.28,1295400,,
2025-12-01 13:30:00,10.29,10.34,10.26,10.26,1983800,,
2025-12-01 13:45:00,10.26,10.29,10.26,10.28,891600,,
2025-12-01 14:00:00,10.28,10.29,10.27,10.29,969400,,
2025-12-01 14:15:00,10.28,10.29,10.27,10.29,857800,,
2025-12-01 14:30:00,10.28,10.29,10.26,10.28,1021900,,
2025-12-01 14:45:00,10.28,10.29,10.26,10.28,1120100,,
2025-12-01 15:00:00,10.29,10.29,10.26,10.28,1276200,,
2025-12-02 09:45:00,10.28,10.37,10.22,10.34,4936800,,
2025-12-02 10:00:00,10.34,10.35,10.32,10.34,1252200,,
2025-12-02 10:15:00,10.34,10.37,10.33,10.35,2094900,,
2025-12-02 10:30:00,10.36,10.37,10.35,10.37,1444800,,
2025-12-02 10:45:00,10.36,10.37,10.32,10.33,1957500,,
2025-12-02 11:00:00,10.33,10.34,10.32,10.33,1053300,,
2025-12-02 11:15:00,10.33,10.34,10.31,10.33,996600,,
2025-12-02 11:30:00,10.32,10.33,10.31,10.32,805200,,
2025-12-02 13:15:00,10.32,10.33,10.3,10.32,1132300,,
2025-12-02 13:30:00,10.32,10.32,10.29,10.32,1368000,,
2025-12-02 13:45:00,10.31,10.32,10.29,10.31,1135700,,
2025-12-02 14:00:00,10.31,10.32,10.29,10.29,1685900,,
2025-12-02 14:15:00,10.3,10.31,10.29,10.3,837300,,
2025-12-02 14:30:00,10.3,10.32,10.3,10.3,1018600,,
2025-12-02 14:45:00,10.31,10.32,10.29,10.32,1189300,,
2025-12-02 15:00:00,10.3,10.32,10.29,10.3,1123000,,
2025-12-03 09:45:00,10.31,10.33,10.27,10.28,1174000,,
2025-12-03 10:00:00,10.27,10.32,10.27,10.31,932100,,
2025-12-03 10:15:00,10.31,10.34,10.3,10.33,1085900,,
2025-12-03 10:30:00,10.33,10.35,10.32,10.32,766600,,
2025-12-03 10:45:00,10.32,10.34,10.32,10.34,608200,,
2025-12-03 11:00:00,10.34,10.36,10.33,10.36,914000,,
2025-12-03 11:15:00,10.36,10.36,10.34,10.35,581300,,
2025-12-03 11:30:00,10.34,10.36,10.33,10.34,515100,,
2025-12-03 13:15:00,10.34,10.36,10.33,10.36,767400,,
2025-12-03 13:30:00,10.36,10.36,10.33,10.35,801500,,
2025-12-03 13:45:00,10.35,10.35,10.33,10.34,372600,,
2025-12-03 14:00:00,10.34,10.34,10.3,10.3,669400,,
2025-12-03 14:15:00,10.3,10.31,10.29,10.3,855700,,
2025-12-03 14:30:00,10.3,10.3,10.27,10.29,632600,,
2025-12-03 14:45:00,10.29,10.32,10.29,10.3,841700,,
2025-12-03 15:00:00,10.29,10.31,10.29,10.3,735500,,
2025-12-04 09:45:00,10.33,10.39,10.28,10.38,3079900,,
2025-12-04 10:00:00,10.38,10.38,10.36,10.37,1197900,,
2025-12-04 10:15:00,10.36,10.38,10.36,10.37,925200,,
2025-12-04 10:30:00,10.36,10.37,10.35,10.35,1050100,,
2025-12-04 10:45:00,10.34,10.37,10.34,10.37,813900,,
2025-12-04 11:00:00,10.37,10.38,10.36,10.36,614100,,
2025-12-04 11:15:00,10.37,10.38,10.36,10.36,445500,,
2025-12-04 11:30:00,10.37,10.37,10.36,10.37,304000,,
2025-12-04 13:15:00,10.36,10.37,10.34,10.36,670500,,
2025-12-04 13:30:00,10.36,10.36,10.34,10.36,464800,10.3246,
2025-12-04 13:45:00,10.36,10.36,10.34,10.35,458700,10.326,
2025-12-04 14:00:00,10.34,10.35,10.34,10.35,455900,10.3278,
2025-12-04 14:15:00,10.34,10.36,10.34,10.36,607300,10.3294,
2025-12-04 14:30:00,10.36,10.36,10.34,10.36,489900,10.3308,
2025-12-04 14:45:00,10.35,10.36,10.34,10.34,731000,10.331800000000001,
2025-12-04 15:00:00,10.35,10.35,10.34,10.34,1148200,10.333,
2025-12-05 09:45:00,10.38,10.38,10.29,10.36,1190300,10.3346,
2025-12-05 10:00:00,10.36,10.37,10.32,10.36,857500,10.336199999999998,
2025-12-05 10:15:00,10.36,10.36,10.32,10.32,739700,10.335799999999999,
2025-12-05 10:30:00,10.32,10.33,10.3,10.3,1004000,10.335,
2025-12-05 10:45:00,10.31,10.32,10.29,10.29,792500,10.333800000000002,
2025-12-05 11:00:00,10.29,10.3,10.24,10.26,1535400,10.331600000000002,
2025-12-05 11:15:00,10.25,10.26,10.22,10.24,823900,10.3298,
2025-12-05 11:30:00,10.24,10.25,10.22,10.22,822000,10.3276,
2025-12-05 13:15:00,10.23,10.23,10.19,10.21,1111200,10.3252,
2025-12-05 13:30:00,10.2,10.22,10.19,10.21,981700,10.323,
2025-12-05 13:45:00,10.2,10.22,10.19,10.2,819000,10.320599999999999,
2025-12-05 14:00:00,10.2,10.26,10.2,10.26,829700,10.3194,
2025-12-05 14:15:00,10.26,10.26,10.22,10.25,886500,10.3182,
2025-12-05 14:30:00,10.24,10.25,10.23,10.25,676500,10.3174,
2025-12-05 14:45:00,10.24,10.27,10.24,10.27,914400,10.3168,
2025-12-05 15:00:00,10.27,10.27,10.24,10.25,958900,10.3158,
2025-12-08 09:45:00,10.32,10.33,10.28,10.29,2209100,10.315199999999999,
2025-12-08 10:00:00,10.29,10.31,10.28,10.29,1144400,10.315,
2025-12-08 10:15:00,10.29,10.32,10.29,10.32,719500,10.3158,
2025-12-08 10:30:00,10.32,10.37,10.31,10.35,1703300,10.316600000000001,
2025-12-08 10:45:00,10.35,10.37,10.34,10.35,656300,10.317,
2025-12-08 11:00:00,10.35,10.38,10.35,10.37,892000,10.318,
2025-12-08 11:15:00,10.38,10.38,10.36,10.38,768600,10.3188,
2025-12-08 11:30:00,10.38,10.38,10.36,10.36,622800,10.3188,
2025-12-08 13:15:00,10.36,10.36,10.34,10.34,585700,10.318599999999998,
2025-12-08 13:30:00,10.35,10.36,10.34,10.36,510000,10.318999999999999,
2025-12-08 13:45:00,10.36,10.36,10.35,10.35,436600,10.318800000000001,
2025-12-08 14:00:00,10.36,10.36,10.33,10.34,605600,10.318599999999998,
2025-12-08 14:15:00,10.33,10.34,10.32,10.34,568600,10.318600000000002,
2025-12-08 14:30:00,10.34,10.34,10.31,10.32,468600,10.319,
2025-12-08 14:45:00,10.33,10.33,10.3,10.3,802600,10.319,
2025-12-08 15:00:00,10.31,10.31,10.29,10.3,756400,10.319199999999999,
2025-12-09 09:45:00,10.3,10.38,10.27,10.36,1967100,10.3204,
2025-12-09 10:00:00,10.35,10.37,10.33,10.36,920400,10.3216,
2025-12-09 10:15:00,10.36,10.37,10.31,10.32,823700,10.3204,
2025-12-09 10:30:00,10.32,10.33,10.3,10.32,722500,10.3194,
2025-12-09 10:45:00,10.33,10.34,10.32,10.32,550400,10.318399999999999,
2025-12-09 11:00:00,10.33,10.34,10.32,10.33,585700,10.318,
2025-12-09 11:15:00,10.32,10.33,10.3,10.3,544800,10.3166,
2025-12-09 11:30:00,10.3,10.32,10.3,10.31,517200,10.3156,
2025-12-09 13:15:00,10.3,10.33,10.29,10.31,617200,10.3146,
2025-12-09 13:30:00,10.3,10.31,10.29,10.31,549200,10.3134,
2025-12-09 13:45:00,10.31,10.33,10.3,10.32,673500,10.3126,
2025-12-09 14:00:00,10.32,10.34,10.32,10.32,669300,10.311799999999998,
2025-12-09 14:15:00,10.32,10.34,10.32,10.32,771400,10.311200000000001,
2025-12-09 14:30:00,10.32,10.34,10.32,10.33,692500,10.310799999999999,
2025-12-09 14:45:00,10.33,10.34,10.31,10.32,689000,10.31,
2025-12-09 15:00:00,10.32,10.33,10.31,10.32,913500,10.3092,
2025-12-10 09:45:00,10.28,10.36,10.27,10.34,1561600,10.3092,
2025-12-10 10:00:00,10.34,10.37,10.34,10.36,1175500,10.3096,
2025-12-10 10:15:00,10.35,10.38,10.35,10.38,2085500,10.31,
2025-12-10 10:30:00,10.37,10.41,10.37,10.39,2554200,10.310599999999999,
2025-12-10 10:45:00,10.4,10.42,10.35,10.36,2681800,10.311399999999999,
2025-12-10 11:00:00,10.36,10.37,10.32,10.33,1255900,10.312000000000001,
2025-12-10 11:15:00,10.34,10.35,10.32,10.34,827700,10.312999999999999,
2025-12-10 11:30:00,10.33,10.36,10.33,10.35,649000,10.3148,
2025-12-10 13:15:00,10.34,10.36,10.34,10.34,771800,10.3168,
2025-12-10 13:30:00,10.34,10.37,10.34,10.35,968900,10.3194,
2025-12-10 13:45:00,10.36,10.37,10.35,10.36,821500,10.3224,
2025-12-10 14:00:00,10.36,10.38,10.35,10.36,990400,10.3254,
2025-12-10 14:15:00,10.36,10.39,10.35,10.39,1007300,10.329199999999998,
2025-12-10 14:30:00,10.38,10.39,10.37,10.38,956300,10.331600000000002,
2025-12-10 14:45:00,10.38,10.38,10.36,10.37,1074500,10.333999999999998,
2025-12-10 15:00:00,10.36,10.37,10.34,10.35,1010300,10.335999999999999,
2025-12-11 09:45:00,10.39,10.45,10.33,10.44,2979000,10.339400000000001,
2025-12-11 10:00:00,10.43,10.47,10.42,10.47,2215200,10.343800000000002,
2025-12-11 10:15:00,10.47,10.47,10.4,10.4,1805300,10.345999999999998,
2025-12-11 10:30:00,10.4,10.44,10.39,10.42,1313800,10.348600000000001,
2025-12-11 10:45:00,10.43,10.44,10.4,10.42,1077400,10.3506,
2025-12-11 11:00:00,10.43,10.44,10.4,10.43,1221900,10.3522,
2025-12-11 11:15:00,10.41,10.44,10.41,10.43,837600,10.3538,
2025-12-11 11:30:00,10.42,10.44,10.41,10.42,985300,10.354800000000001,
2025-12-11 13:15:00,10.41,10.42,10.36,10.38,1260800,10.354800000000001,
2025-12-11 13:30:00,10.38,10.39,10.35,10.37,1183000,10.355,
2025-12-11 13:45:00,10.37,10.39,10.35,10.37,1294500,10.355599999999999,
2025-12-11 14:00:00,10.38,10.38,10.35,10.37,1707400,10.355799999999999,
2025-12-11 14:15:00,10.38,10.39,10.35,10.36,1205300,10.356,
2025-12-11 14:30:00,10.36,10.37,10.33,10.36,1922700,10.356399999999999,
2025-12-11 14:45:00,10.36,10.4,10.35,10.38,2222500,10.3572,
2025-12-11 15:00:00,10.37,10.4,10.35,10.4,1475400,10.3588,
2025-12-12 09:45:00,10.38,10.45,10.35,10.39,3538500,10.3606,
2025-12-12 10:00:00,10.4,10.4,10.29,10.33,3128400,10.361199999999998,
2025-12-12 10:15:00,10.32,10.35,10.28,10.3,2350200,10.36,
2025-12-12 10:30:00,10.31,10.33,10.29,10.29,2015900,10.358600000000001,
2025-12-12 10:45:00,10.3,10.33,10.28,10.3,2194900,10.358200000000002,
2025-12-12 11:00:00,10.3,10.33,10.27,10.27,2322900,10.3572,
2025-12-12 11:15:00,10.28,10.33,10.28,10.29,2265500,10.356599999999998,
2025-12-12 11:30:00,10.31,10.32,10.27,10.3,2387000,10.356,
2025-12-12 13:15:00,10.29,10.33,10.26,10.28,2930900,10.355599999999999,
2025-12-12 13:30:00,10.3,10.32,10.27,10.31,2511500,10.355599999999999,
2025-12-12 13:45:00,10.31,10.34,10.28,10.31,2513500,10.355599999999999,
2025-12-12 14:00:00,10.31,10.32,10.29,10.31,2593700,10.355599999999999,
2025-12-12 14:15:00,10.31,10.34,10.3,10.31,2359800,10.3554,
2025-12-12 14:30:00,10.31,10.34,10.3,10.31,2716600,10.3552,
2025-12-12 14:45:00,10.31,10.34,10.3,10.31,2619000,10.355,
2025-12-12 15:00:00,10.31,10.33,10.26,10.3,4112200,10.3544,
2025-12-15 09:45:00,10.28,10.29,10.07,10.07,5901200,10.349400000000001,
2025-12-15 10:00:00,10.07,10.12,10.06,10.09,2846500,10.3448,
2025-12-15 10:15:00,10.1,10.1,10.06,10.07,1754700,10.339400000000001,
2025-12-15 10:30:00,10.07,10.1,10.06,10.08,1426600,10.333799999999998,
2025-12-15 10:45:00,10.1,10.12,10.08,10.1,1120200,10.328199999999999,
2025-12-15 11:00:00,10.1,10.1,10.08,10.09,730800,10.3222,
2025-12-15 11:15:00,10.09,10.1,10.07,10.07,779700,10.316399999999998,
2025-12-15 11:30:00,10.07,10.1,10.07,10.09,627700,10.3116,
2025-12-15 13:15:00,10.1,10.1,10.06,10.08,933600,10.306399999999998,
2025-12-15 13:30:00,10.07,10.07,10.04,10.05,1864700,10.3004,
2025-12-15 13:45:00,10.04,10.05,10.03,10.04,1134300,10.294400000000001,
2025-12-15 14:00:00,10.04,10.06,10.03,10.03,1050900,10.288,
2025-12-15 14:15:00,10.03,10.05,10.02,10.04,1107500,10.281600000000001,
2025-12-15 14:30:00,10.04,10.05,10.01,10.02,1439700,10.2748,
2025-12-15 14:45:00,10.03,10.03,9.98,10.0,3024600,10.267000000000001,
